1,0.024279999
2,0.069708033
3,0.142320568
4,0.22400238
5,0.296614914
6,0.342042949
7,0.402576724
8,0.451014243
9,0.490399981
10,0.511653
11,0.544996442
12,0.560212997
13,0.584487163
14,0.608761329
15,0.623977884
16,0.636167458
17,0.648357032
18,0.657537123
19,0.678790141
20,0.694000863
21,0.712238566
22,0.715364696
23,0.724544786
24,0.730686232
25,0.742881639
26,0.752050065
27,0.755182027
28,0.767371601
